observed	predict
GCF_018734325.1_ASM1873432v1	rod	rod
GCF_004801295.1_ASM480129v1	rod	rod
GCF_002283365.1_ASM228336v1	rod	rod
GCF_000711985.1_ASM71198v1	rod	rod
GCF_003014675.1_ASM301467v1	rod	rod
GCF_001562415.1_ASM156241v1	rod	rod
GCF_000518745.1_ASM51874v1	rod	rod
GCF_002285415.1_ASM228541v1	rod	rod
GCF_003151135.1_ASM315113v1	rod	rod
GCF_002980555.1_ASM298055v1	rod	rod
GCF_000147055.1_ASM14705v1	rod	rod
GCF_000519125.1_ASM51912v1	rod	rod
GCF_017811175.1_ASM1781117v1	rod	rod
GCF_003435385.1_ASM343538v1	rod	rod
GCF_016907915.1_ASM1690791v1	rod	rod
GCF_001443605.1_ASM144360v1	rod	rod
GCF_006974145.1_ASM697414v1	rod	rod
GCF_014653695.1_ASM1465369v1	rod	rod
GCF_000789235.1_ASM78923v1	rod	rod
GCF_001999225.1_ASM199922v1	rod	rod
GCF_003254015.1_ASM325401v1	rod	rod
GCF_002251735.1_ASM225173v1	rod	rod
GCF_003073135.1_ASM307313v1	rod	rod
GCF_013185185.1_ASM1318518v1	rod	rod
GCF_000377745.1_ASM37774v1	rod	rod
GCF_000374305.1_ASM37430v1	rod	rod
GCF_000382325.1_ASM38232v1	rod	rod
GCF_001907235.1_ASM190723v1	rod	rod
GCF_002723955.1_ASM272395v1	rod	rod
GCF_000515295.1_ASM51529v1	rod	rod
GCF_003862485.1_ASM386248v1	rod	rod
GCF_000421825.1_ASM42182v1	rod	rod
GCF_014197145.1_ASM1419714v1	rod	rod
GCF_003313305.1_ASM331330v1	rod	rod
GCF_003286915.1_ASM328691v1	rod	rod
GCF_014647255.1_ASM1464725v1	rod	rod
GCF_006569185.1_ASM656918v1	rod	rod
GCF_001547735.1_ASM154773v1	rod	rod
GCF_000307265.1_ASM30726v1	rod	rod
GCF_018324255.1_ASM1832425v1	rod	rod
GCF_001696535.1_ASM169653v1	rod	rod
GCF_003313335.1_ASM331333v1	rod	rod
GCF_004103815.1_ASM410381v1	rod	rod
GCF_000382245.1_ASM38224v1	rod	rod
GCF_003012815.1_ASM301281v1	rod	rod
GCF_901687125.1_Actino_spades	rod	rod
GCF_000024125.1_ASM2412v1	rod	rod
GCF_014596935.1_ASM1459693v1	rod	rod
GCF_002797855.1_ASM279785v1	rod	rod
GCF_014644735.1_ASM1464473v1	rod	rod
GCF_003814705.1_ASM381470v1	rod	rod
GCF_003364175.1_ASM336417v1	rod	rod
GCF_000934545.1_ASM93454v1	rod	rod
GCF_001955655.1_ASM195565v1	rod	rod
GCF_000745455.1_ASM74545v1	rod	rod
GCF_014203275.1_ASM1420327v1	rod	rod
GCF_003992625.1_ASM399262v1	rod	rod
GCF_001483865.1_ASM148386v1	rod	rod
GCF_003730275.1_ASM373027v1	rod	rod
GCF_003991565.1_ASM399156v1	rod	rod
GCF_003633955.1_ASM363395v1	rod	rod
GCF_001476815.1_ASM147681v1	rod	rod
GCF_009800925.1_ASM980092v1	rod	rod
GCF_000527155.1_ASM52715v1	rod	rod
GCF_000473325.1_ASM47332v1	rod	rod
GCF_017873955.1_ASM1787395v1	rod	rod
GCF_000153345.1_ASM15334v1	rod	rod
GCF_014643455.1_ASM1464345v1	rod	rod
GCF_009695845.1_ASM969584v1	rod	rod
GCF_005871185.1_ASM587118v1	rod	rod
GCF_014651535.1_ASM1465153v1	rod	rod
GCF_002802965.1_ASM280296v1	rod	rod
GCF_003946725.1_ASM394672v1	rod	rod
GCF_000429925.1_ASM42992v1	rod	rod
GCF_002000025.1_ASM200002v1	rod	rod
GCF_000016425.1_ASM1642v1	rod	coccus
GCF_000423865.1_ASM42386v1	rod	rod
GCF_003668575.1_ASM366857v1	rod	rod
GCF_007997205.1_ASM799720v1	rod	rod
GCF_001059425.1_ASM105942v1	rod	rod
GCF_010500835.1_ASM1050083v1	rod	rod
GCF_000426505.1_ASM42650v1	rod	rod
GCF_003253565.1_ASM325356v1	rod	rod
GCF_001885585.1_ASM188558v1	rod	rod
GCF_004342225.1_ASM434222v1	rod	rod
GCF_002005365.1_ASM200536v1	rod	rod
GCF_001945525.1_ASM194552v1	rod	rod
GCF_000233775.1_ASM23377v1	rod	rod
GCF_000299355.1_ASM29935v1	rod	rod
GCF_003865035.1_ASM386503v1	rod	rod
GCF_003129605.1_ASM312960v1	rod	rod
GCF_007991655.1_ASM799165v1	rod	rod
GCF_000968535.2_ASM96853v1	rod	rod
GCF_016653315.1_ASM1665331v1	rod	rod
GCF_000279145.1_ASM27914v1	rod	rod
GCF_000603945.1_genome	rod	rod
GCF_001485475.2_ASM148547v2	rod	rod
GCF_009828065.1_ASM982806v1	rod	rod
GCF_000236565.1_ASM23656v2	rod	rod
GCF_001045465.1_ASM104546v1	rod	rod
GCF_000152805.1_ASM15280v1	rod	rod
GCF_001298135.1_ASM129813v1	rod	rod
GCF_002954445.1_ASM295444v1	rod	rod
GCF_002104455.1_ASM210445v1	rod	rod
GCF_003860075.1_ASM386007v1	rod	rod
GCF_004352825.1_ASM435282v1	rod	rod
GCF_014645355.1_ASM1464535v1	rod	rod
GCF_014652595.1_ASM1465259v1	rod	rod
GCF_000183725.1_ASM18372v1	rod	rod
GCF_000724775.3_ASM72477v3	rod	rod
GCF_000021565.1_ASM2156v1	rod	rod
GCF_001591165.1_ASM159116v1	rod	rod
GCF_000365025.1_ASM36502v1	rod	rod
GCF_004291315.1_ASM429131v1	rod	rod
GCF_000423205.1_ASM42320v1	rod	rod
GCF_009858245.1_ASM985824v1	rod	coccus
GCF_000375465.1_ASM37546v1	rod	rod
GCF_000429145.1_ASM42914v1	rod	rod
GCF_014635085.1_ASM1463508v1	rod	rod
GCF_000297115.1_ASM29711v1	rod	rod
GCF_006546775.1_ASM654677v1	rod	rod
GCF_017813335.1_ASM1781333v1	rod	rod
GCF_011059105.1_ASM1105910v1	rod	rod
GCF_008933115.1_ASM893311v1	rod	rod
GCF_900637955.1_54424_G02	rod	coccus
GCF_001676655.1_ASM167665v1	rod	rod
GCF_001913815.1_ASM191381v1	rod	coccus
GCF_000306965.1_ASM30696v1	rod	rod
GCF_000015725.1_ASM1572v1	rod	rod
GCF_001437435.1_ASM143743v1	rod	rod
GCF_003703835.1_ASM370383v1	rod	coccus
GCF_000378185.1_ASM37818v1	rod	rod
GCF_003050785.1_ASM305078v1	rod	rod
GCF_000745905.1_ASM74590v1	rod	rod
GCF_002355515.1_ASM235551v1	rod	rod
GCF_017875235.1_ASM1787523v1	rod	rod
GCF_011927795.1_ASM1192779v1	rod	rod
GCF_006483415.1_ASM648341v1	rod	rod
GCF_003315195.1_ASM331519v1	rod	rod
GCF_000754225.1_ASM75422v1	rod	rod
GCF_005405445.1_ASM540544v1	rod	coccus
GCF_001618865.1_ASM161886v1	rod	rod
GCF_000283015.1_P735.v1.0	rod	rod
GCF_003627075.1_ASM362707v1	rod	rod
GCF_000184705.1_ASM18470v1	rod	rod
GCF_000715505.1_SOAPdenovo_v1.05	rod	rod
GCF_003253545.1_ASM325354v1	rod	rod
GCF_009827995.1_ASM982799v1	rod	rod
GCF_000372465.1_ASM37246v1	rod	rod
GCF_014270035.1_ASM1427003v1	rod	rod
GCF_014639315.1_ASM1463931v1	rod	rod
GCF_000261325.1_RcoCa1.0	rod	rod
GCF_000969705.1_ASM96970v1	rod	rod
GCF_002216005.1_ASM221600v1	rod	rod
GCF_000213255.1_ASM21325v1	rod	rod
GCF_003344765.1_ASM334476v1	rod	rod
GCF_003609575.1_ASM360957v1	rod	rod
GCF_007164525.1_ASM716452v1	rod	rod
GCF_003583365.1_ASM358336v1	rod	rod
GCF_003687485.1_ASM368748v1	rod	rod
GCF_002259715.1_ASM225971v1	rod	rod
GCF_013423785.1_ASM1342378v1	rod	rod
GCF_001457855.1_WRG1.2	rod	rod
GCF_000266925.1_ASM26692v1	rod	rod
GCF_000015565.1_ASM1556v1	rod	rod
GCF_001661595.2_ASM166159v2	rod	rod
GCF_000265405.1_ASM26540v1	rod	rod
GCF_003994485.1_ASM399448v1	rod	rod
GCF_000304715.1_2F_v3c	rod	rod
GCF_000786015.1_Bac_ginsengihumi_spades2	rod	rod
GCF_004342005.1_ASM434200v1	rod	rod
GCF_001968985.1_ASM196898v1	rod	rod
GCF_001517835.1_ASM151783v1	rod	rod
GCF_004369225.1_ASM436922v1	rod	rod
GCF_002909235.1_ASM290923v1	rod	rod
GCF_003337425.1_ASM333742v1	rod	rod
GCF_004341385.1_ASM434138v1	rod	rod
GCF_002871005.1_ASM287100v1	rod	rod
GCF_003977665.1_ASM397766v1	rod	rod
GCF_000616095.1_ASM61609v1	rod	rod
GCF_014207435.1_ASM1420743v1	rod	rod
GCF_001518015.1_ASM151801v1	rod	rod
GCF_000725365.1_ASM72536v1	rod	rod
GCF_004339545.1_ASM433954v1	rod	rod
GCF_004022565.1_ASM402256v1	rod	rod
GCF_001583435.1_ASM158343v1	rod	rod
GCF_002206635.1_ASM220663v1	rod	rod
GCF_010119975.1_ASM1011997v1	rod	rod
GCF_007988945.1_ASM798894v1	rod	rod
GCF_001019615.1_ASM101961v1	rod	rod
GCF_009930795.1_ASM993079v1	rod	rod
GCF_004363175.1_ASM436317v1	rod	rod
GCF_002115725.1_ASM211572v1	rod	rod
GCF_000024325.1_ASM2432v1	rod	rod
GCF_002563955.1_ASM256395v1	rod	rod
GCF_001705345.1_ASM170534v1	rod	rod
GCF_000576635.1_genome	rod	rod
GCF_003730135.1_ASM373013v1	rod	rod
GCF_000948975.1_ASM94897v1	rod	rod
GCF_901447495.1_PRJEB32392	rod	rod
GCF_003664555.1_ASM366455v1	rod	rod
GCF_000021985.1_ASM2198v1	rod	rod
GCF_000429945.1_ASM42994v1	rod	rod
GCF_000632735.1_P1	rod	rod
GCF_000940805.1_ASM94080v1	rod	rod
GCF_002019635.1_ASM201963v1	rod	rod
GCF_000821045.2_ASM82104v2	rod	rod
GCF_002860255.1_ASM286025v1	rod	rod
GCF_004802635.2_ASM480263v2	rod	rod
GCF_000438585.1_ASM43858v1	rod	rod
GCF_003259225.1_ASM325922v1	rod	rod
GCF_015999335.1_ASM1599933v1	rod	rod
GCF_003431825.1_ASM343182v1	rod	rod
GCF_001595645.1_ASM159564v1	rod	rod
GCF_012843375.1_ASM1284337v1	rod	rod
GCF_003259955.1_ASM325995v1	rod	rod
GCF_002005145.1_ASM200514v1	rod	rod
GCF_001570905.1_ASM157090v1	rod	rod
GCF_004346165.1_ASM434616v1	rod	rod
GCF_008831155.1_ASM883115v1	rod	rod
GCF_003732545.1_ASM373254v1	rod	rod
GCF_900168685.1_PRJEB19810	rod	rod
GCF_016415625.1_ASM1641562v1	rod	rod
GCF_003581645.1_ASM358164v1	rod	rod
GCF_000192475.1_ASM19247v1	rod	rod
GCF_000023785.1_ASM2378v1	rod	rod
GCF_000426525.1_ASM42652v1	rod	rod
GCF_018784385.1_ASM1878438v1	rod	rod
GCF_002804065.1_ASM280406v1	rod	rod
GCF_003990445.1_ASM399044v1	rod	rod
GCF_004216535.1_ASM421653v1	rod	rod
GCF_004001325.1_ASM400132v1	rod	rod
GCF_004362865.1_ASM436286v1	rod	rod
GCF_007097495.1_ASM709749v1	rod	rod
GCF_001404495.1_14207_7_62	rod	rod
GCF_003290025.1_ASM329002v1	rod	rod
GCF_000426465.1_ASM42646v1	rod	rod
GCF_000014785.1_ASM1478v1	rod	rod
GCF_004120195.1_ASM412019v1	rod	rod
GCF_002833365.1_ASM283336v1	rod	rod
GCF_007994135.1_ASM799413v1	rod	coccus
GCF_000260115.1_ASM26011v1	rod	rod
GCF_005671395.1_ASM567139v1	rod	rod
GCF_001684335.1_ASM168433v1	rod	rod
GCF_001753165.1_ASM175316v1	rod	rod
GCF_013839445.1_ASM1383944v1	rod	rod
GCF_001038485.1_ASM103848v1	rod	rod
GCF_003688285.1_ASM368828v1	rod	rod
GCF_004345705.1_ASM434570v1	rod	rod
GCF_004343505.1_ASM434350v1	rod	rod
GCF_002837275.1_ASM283727v1	rod	rod
GCF_002165625.1_ASM216562v1	rod	rod
GCF_001632775.1_ASM163277v1	rod	rod
GCF_002993975.1_ASM299397v1	rod	rod
GCF_003057615.1_ASM305761v1	rod	rod
GCF_000154725.1_ASM15472v1	rod	rod
GCF_002251755.1_ASM225175v1	rod	rod
GCF_002893625.1_ASM289362v1	rod	rod
GCF_002906165.1_ASM290616v1	rod	rod
GCF_000422665.1_ASM42266v1	rod	rod
GCF_004366815.1_ASM436681v1	rod	rod
GCF_003315245.1_ASM331524v1	rod	rod
GCF_003410055.1_ASM341005v1	rod	rod
GCF_003325455.1_ASM332545v1	rod	rod
GCF_004216695.1_ASM421669v1	rod	rod
GCF_001281485.1_ASM128148v1	rod	rod
GCF_011605705.1_ASM1160570v1	rod	rod
GCF_000770675.1_ASM77067v1	rod	rod
GCF_000813405.1_ASM81340v1	rod	rod
GCF_002276555.1_ASM227655v1	rod	rod
GCF_003076515.1_ASM307651v1	rod	rod
GCF_014332695.1_ASM1433269v1	rod	rod
GCF_002554795.1_ASM255479v1	rod	rod
GCF_003843835.1_ASM384383v1	rod	rod
GCF_000615885.1_ASM61588v1	rod	coccus
GCF_014636255.1_ASM1463625v1	rod	coccus
GCF_000165085.1_ASM16508v1	rod	rod
GCF_001553225.1_ASM155322v1	rod	rod
GCF_001866055.1_ASM186605v1	rod	rod
GCF_002795425.1_ASM279542v1	rod	rod
GCF_000419445.1_ASM41944v1	rod	rod
GCF_004362745.1_ASM436274v1	rod	rod
GCF_000153185.1_ASM15318v1	rod	rod
GCF_001623255.1_ASM162325v1	rod	rod
GCF_001587505.1_ASM158750v1	rod	rod
GCF_001996165.1_ASM199616v1	rod	rod
GCF_003148465.1_ASM314846v1	rod	rod
GCF_002797915.1_ASM279791v1	rod	rod
GCF_003574085.1_ASM357408v1	rod	rod
GCF_004363235.1_ASM436323v1	rod	rod
GCF_004005565.1_ASM400556v1	rod	rod
GCF_003990915.1_ASM399091v1	rod	rod
GCF_000238075.1_Oribacterium_sp_ACB7_V1	rod	rod
GCF_001561915.1_ASM156191v1	rod	rod
GCF_003339505.1_ASM333950v1	rod	rod
GCF_003626915.1_ASM362691v1	rod	rod
GCF_003337485.1_ASM333748v1	rod	rod
GCF_001591645.1_ASM159164v1	rod	rod
GCF_001677435.1_ASM167743v1	rod	rod
GCF_002591915.1_ASM259191v1	rod	rod
GCF_000621125.1_ASM62112v1	rod	rod
GCF_003946165.1_ASM394616v1	rod	rod
GCF_009696605.1_ASM969660v1	rod	rod
GCF_000378125.1_ASM37812v1	rod	rod
GCF_000378165.1_ASM37816v1	rod	rod
GCF_007990525.1_ASM799052v1	rod	rod
GCF_000517065.1_ASM51706v1	rod	rod
GCF_003752155.1_ASM375215v1	rod	rod
GCF_014196795.1_ASM1419679v1	rod	rod
GCF_002891535.1_ASM289153v1	rod	rod
GCF_001652445.1_ASM165244v1	rod	rod
GCF_000709085.1_Virgibacillus_alimentarius_J18	rod	rod
GCF_002111585.1_ASM211158v1	rod	rod
GCF_002185265.2_ASM218526v2	rod	rod
GCF_004569505.1_ASM456950v1	rod	rod
GCF_003815015.1_ASM381501v1	rod	rod
GCF_003268855.1_ASM326885v1	rod	rod
GCF_001417815.1_ASM141781v1	rod	rod
GCF_002937075.1_ASM293707v1	rod	rod
GCF_002262875.1_ASM226287v1	rod	rod
GCF_001975785.1_ASM197578v1	rod	rod
GCF_006519715.1_ASM651971v1	rod	rod
GCF_900496965.1_LMG_3411T	rod	coccus
GCF_018860445.1_ASM1886044v1	rod	rod
GCF_000428845.1_ASM42884v1	rod	rod
GCF_002300335.1_ASM230033v1	rod	rod
GCF_004337505.1_ASM433750v1	rod	rod
GCF_000504285.1_ASM50428v1	rod	rod
GCF_001404555.1_14207_7_46	rod	rod
GCF_003335215.1_ASM333521v1	rod	rod
GCF_014204525.1_ASM1420452v1	rod	rod
GCF_000426445.1_ASM42644v1	rod	rod
GCF_003015185.1_ASM301518v1	rod	rod
GCF_001953055.1_ASM195305v1	rod	rod
GCF_000636015.1_ASM63601v1	rod	rod
GCF_014764695.1_ASM1476469v1	rod	rod
GCF_005937185.1_ASM593718v1	rod	rod
GCF_000402035.1_ASM40203v1	rod	rod
GCF_002119425.1_ASM211942v1	rod	rod
GCF_009734265.1_ASM973426v1	rod	rod
GCF_000746085.1_ASM74608v1	rod	rod
GCF_000258405.1_ASM25840v1	rod	rod
GCF_001294205.1_ASM129420v1	rod	rod
GCF_001558115.1_ASM155811v1	rod	rod
GCF_002086405.1_ASM208640v1	rod	coccus
GCF_003014555.1_ASM301455v1	rod	rod
GCF_003309025.1_ASM330902v1	rod	rod
GCF_003259185.1_ASM325918v1	rod	rod
GCF_001403795.1_J.donghaensisCECT7802_Velvet_Prokka	rod	rod
GCF_001941445.1_ASM194144v1	rod	rod
GCF_000210695.1_ASM21069v1	rod	rod
GCF_001660705.2_ASM166070v2	rod	rod
GCF_003864975.1_ASM386497v1	rod	rod
GCF_005771405.1_ASM577140v1	rod	rod
GCF_009821115.1_ASM982111v1	rod	rod
GCF_003350345.1_ASM335034v1	rod	rod
GCF_003725995.1_ASM372599v1	rod	rod
GCF_000785105.2_ASM78510v2	rod	rod
GCF_002887735.1_ASM288773v1	rod	rod
GCF_009362775.1_ASM936277v1	rod	rod
GCF_016595525.1_ASM1659552v1	rod	rod
GCF_003130405.1_ASM313040v1	rod	rod
GCF_004028275.1_ASM402827v1	rod	rod
GCF_002995755.1_ASM299575v1	rod	rod
GCF_000308295.2_Ab_34632	rod	rod
GCF_009834025.1_ASM983402v1	rod	rod
GCF_003149475.2_ASM314947v2	rod	rod
GCF_003688415.1_ASM368841v1	rod	rod
GCF_016722765.1_ASM1672276v1	rod	rod
GCF_008831125.1_ASM883112v1	rod	rod
GCF_014652675.1_ASM1465267v1	rod	rod
GCF_000975035.1_ASM97503v1	rod	rod
GCF_001971585.1_ASM197158v1	rod	rod
GCF_000212375.1_ASM21237v1	rod	rod
GCF_003226255.1_ASM322625v1	rod	rod
GCF_001047135.2_ASM104713v2	rod	coccus
GCF_002796795.1_ASM279679v1	rod	rod
GCF_004342915.1_ASM434291v1	rod	rod
GCF_004010095.1_ASM401009v1	rod	rod
GCF_011927665.1_ASM1192766v1	rod	rod
GCF_009910475.1_ASM991047v1	rod	rod
GCF_003258855.1_ASM325885v1	rod	rod
GCF_000829445.1_ASM82944v1	rod	rod
GCF_002866825.1_ASM286682v1	rod	rod
GCF_000826655.1_ASM82665v1	rod	rod
GCF_003337715.1_ASM333771v1	rod	rod
GCF_002557795.1_ASM255779v1	rod	rod
GCF_004341945.1_ASM434194v1	rod	rod
GCF_002894665.1_ASM289466v1	rod	rod
GCF_007859075.1_ASM785907v1	rod	rod
GCF_001548275.1_ASM154827v1	rod	rod
GCF_000092825.1_ASM9282v1	rod	rod
GCF_000169175.1_ASM16917v1	rod	rod
GCF_003172895.1_ASM317289v1	rod	rod
GCF_002934365.1_ASM293436v1	rod	rod
GCF_002740695.1_ASM274069v1	rod	rod
GCF_003311635.1_ASM331163v1	rod	rod
GCF_004339575.1_ASM433957v1	rod	rod
GCF_003316635.1_ASM331663v1	rod	rod
GCF_003024685.1_ASM302468v1	rod	rod
GCF_000764775.1_ASM76477v1	rod	rod
GCF_009720745.1_ASM972074v1	rod	rod
GCF_002356295.1_ASM235629v1	rod	rod
GCF_003315315.1_ASM331531v1	rod	rod
GCF_003368535.1_ASM336853v1	rod	rod
GCF_003315175.1_ASM331517v1	rod	rod
GCF_014647975.1_ASM1464797v1	rod	rod
GCF_007989025.1_ASM798902v1	rod	coccus
GCF_001270075.1_ASM127007v1	rod	rod
GCF_004363805.1_ASM436380v1	rod	rod
GCF_003634695.1_ASM363469v1	rod	rod
GCF_003097495.1_ASM309749v1	rod	rod
GCF_008120855.1_ASM812085v1	rod	rod
GCF_003946865.1_ASM394686v1	rod	rod
GCF_014195685.1_ASM1419568v1	rod	rod
GCF_007558865.1_ASM755886v1	rod	rod
GCF_012911495.1_ASM1291149v1	rod	rod
GCF_001017795.1_ASM101779v1	rod	rod
GCF_000429705.1_ASM42970v1	rod	rod
GCF_005887635.2_ASM588763v2	rod	rod
GCF_002844575.1_ASM284457v1	rod	rod
GCF_003004785.1_ASM300478v1	rod	rod
GCF_003688555.1_ASM368855v1	rod	rod
GCF_004766045.1_ASM476604v1	rod	rod
GCF_001077855.1_ASM107785v1	rod	coccus
GCF_004353865.1_ASM435386v1	rod	rod
GCF_002077135.1_ASM207713v1	rod	rod
GCF_000170735.1_ASM17073v1	rod	rod
GCF_001889065.1_ASM188906v1	rod	rod
GCF_002940745.1_ASM294074v1	rod	rod
GCF_002924615.1_ASM292461v1	rod	rod
GCF_018494105.1_ASM1849410v1	rod	rod
GCF_004005845.1_ASM400584v1	rod	rod
GCF_015645465.1_ASM1564546v1	rod	rod
GCF_003336225.1_ASM333622v1	rod	rod
GCF_017873965.1_ASM1787396v1	rod	rod
GCF_009759665.1_ASM975966v1	rod	rod
GCF_004919045.1_ASM491904v1	rod	rod
GCF_004361835.1_ASM436183v1	rod	rod
GCF_002943425.1_ASM294342v1	rod	rod
GCF_000154705.2_ASM15470v2	rod	rod
GCF_000314895.2_ASM31489v2	rod	rod
GCF_000419585.1_ASM41958v1	rod	rod
GCF_015767265.1_ASM1576726v1	rod	rod
GCF_000300875.1_ASM30087v1	rod	rod
GCF_001029105.3_ASM102910v3	rod	rod
GCF_003367175.1_ASM336717v1	rod	rod
GCF_002564025.1_ASM256402v1	rod	rod
GCF_001636425.1_ASM163642v1	rod	rod
GCF_001950255.1_ASM195025v1	rod	rod
GCF_002954245.1_ASM295424v1	rod	rod
GCF_003258515.1_ASM325851v1	rod	rod
GCF_003858645.1_ASM385864v1	rod	rod
GCF_013402795.1_ASM1340279v1	rod	rod
GCF_002863865.1_ASM286386v1	rod	rod
GCF_003182475.1_ASM318247v1	rod	rod
GCF_004364635.1_ASM436463v1	rod	rod
GCF_014646935.1_ASM1464693v1	rod	rod
GCF_003024235.1_ASM302423v1	rod	rod
GCF_014651655.1_ASM1465165v1	rod	rod
GCF_000708655.1_MS3	rod	coccus
GCF_006716695.1_ASM671669v1	rod	rod
GCF_001192835.1_ASM119283v1	rod	rod
GCF_004354915.1_ASM435491v1	rod	rod
GCF_900607235.1_PRJEB29385	rod	rod
GCF_002899695.1_ASM289969v1	rod	rod
GCF_002105195.1_ASM210519v1	rod	rod
GCF_001956915.1_ASM195691v1	rod	rod
GCF_004346135.1_ASM434613v1	rod	rod
GCF_004345905.1_ASM434590v1	rod	rod
GCF_000687145.1_TheAqu1.0	rod	rod
GCF_001544355.1_ASM154435v1	rod	rod
GCF_000427785.1_ASM42778v1	rod	rod
GCF_000319285.1_ASM31928v1	rod	rod
GCF_004004565.1_ASM400456v1	rod	rod
GCF_014635665.1_ASM1463566v1	rod	rod
GCF_003254275.1_ASM325427v1	rod	rod
GCF_008244535.1_ASM824453v1	rod	rod
GCF_002302615.1_ASM230261v1	rod	rod
GCF_003049725.1_ASM304972v1	rod	rod
GCF_000023265.1_ASM2326v1	rod	rod
GCF_001405195.1_14207_7_15	rod	rod
GCF_007860075.1_ASM786007v1	rod	rod
GCF_015667325.1_ASM1566732v1	rod	rod
GCF_000974365.1_ASM97436v1	rod	rod
GCF_014636495.1_ASM1463649v1	rod	coccus
GCF_003795375.1_ASM379537v1	rod	rod
GCF_003316875.1_ASM331687v1	rod	rod
GCF_015708085.1_ASM1570808v1	rod	coccus
GCF_001298675.1_Draft_Genome	rod	rod
GCF_000767165.1_ASM76716v1	rod	rod
GCF_000297055.2_ASM29705v2	rod	rod
GCF_001611675.1_ASM161167v1	rod	rod
GCF_000177235.2_ASM17723v2	rod	rod
GCF_000958895.1_ASM95889v1	rod	rod
GCF_016937655.1_ASM1693765v1	rod	rod
GCF_003987355.1_ASM398735v1	rod	rod
GCF_000503895.1_ASM50389v1	rod	rod
GCF_000373965.1_ASM37396v1	rod	rod
GCF_000724605.1_ASM72460v1	rod	coccus
GCF_000426645.1_ASM42664v1	rod	rod
GCF_014202875.1_ASM1420287v1	rod	rod
GCF_003814745.1_ASM381474v1	rod	rod
GCF_014202275.1_ASM1420227v1	rod	rod
GCF_000744435.1_ASM74443v1	rod	rod
GCF_000376385.1_ASM37638v1	rod	rod
GCF_000260965.1_ASM26096v1	rod	rod
GCF_009497155.1_ASM949715v1	rod	rod
GCF_001292705.1_ASM129270v1	rod	rod
GCF_008271745.1_ASM827174v1	rod	rod
GCF_001907245.1_ASM190724v1	rod	coccus
GCF_000376785.1_ASM37678v1	rod	rod
GCF_014861485.1_ASM1486148v1	rod	rod
GCF_903970205.1_BOG_genome_mining.15	rod	rod
GCF_001544315.1_ASM154431v1	rod	rod
GCF_001575195.1_ASM157519v1	rod	rod
GCF_004217095.1_ASM421709v1	rod	rod
GCF_001723275.1_ASM172327v1	rod	rod
GCF_000764025.1_ASM76402v1	rod	rod
GCF_004217495.1_ASM421749v1	rod	rod
GCF_001907205.1_ASM190720v1	rod	rod
GCF_001307195.1_ASM130719v1	rod	coccus
GCF_001038695.1_ASM103869v1	rod	rod
GCF_001642325.1_ASM164232v1	rod	rod
GCF_000819725.1_PRJEB7021	rod	rod
GCF_014642655.1_ASM1464265v1	rod	rod
GCF_019670005.1_ASM1967000v1	rod	rod
GCF_001878855.1_ASM187885v1	rod	rod
GCF_013449715.1_ASM1344971v1	rod	rod
GCF_007989445.1_ASM798944v1	rod	rod
GCF_014202575.1_ASM1420257v1	rod	rod
GCF_011317445.1_ASM1131744v1	rod	rod
GCF_014639655.1_ASM1463965v1	rod	rod
GCF_003725695.1_ASM372569v1	rod	rod
GCF_019966515.1_ASM1996651v1	rod	rod
GCF_014202935.1_ASM1420293v1	rod	rod
GCF_016862575.1_ASM1686257v1	rod	rod
GCF_001458375.1_Tr.naphthalenivorans_CECT7648_Spades_Prokka	rod	rod
GCF_003014715.1_ASM301471v1	rod	rod
GCF_001598255.1_ASM159825v1	rod	rod
GCF_002356355.1_ASM235635v1	rod	rod
GCF_003426055.1_ASM342605v1	rod	rod
GCF_000305785.2_ASM30578v2	rod	rod
GCF_001908105.1_ASM190810v1	rod	rod
GCF_003387225.1_ASM338722v1	rod	rod
GCF_001006285.1_ASM100628v1	rod	rod
GCF_000010785.1_ASM1078v1	rod	rod
GCF_000428525.1_ASM42852v1	rod	rod
GCF_001982615.1_ASM198261v1	rod	coccus
GCF_004216775.1_ASM421677v1	rod	rod
GCF_001022135.1_ASM102213v1	rod	rod
GCF_003337305.1_ASM333730v1	rod	rod
GCF_001404335.1_13470_2_95	rod	rod
GCF_003149185.1_ASM314918v1	rod	rod
GCF_014642075.1_ASM1464207v1	rod	rod
GCF_000019085.1_ASM1908v1	rod	rod
GCF_000177335.1_ASM17733v1	rod	rod
GCF_012395255.1_ASM1239525v1	rod	rod
GCF_002157225.2_ASM215722v2	rod	rod
GCF_000374145.1_ASM37414v1	rod	rod
GCF_001305295.1_Nant_v1	rod	rod
GCF_000829465.1_ASM82946v1	rod	rod
GCF_014636475.1_ASM1463647v1	rod	rod
GCF_002563925.1_ASM256392v1	rod	rod
GCF_900185015.1_O.ascidiaceicola_CECT8868_Spades_Prokka	rod	rod
GCF_014118685.1_ASM1411868v1	rod	rod
GCF_002723615.1_ASM272361v1	rod	rod
GCF_016888515.1_ASM1688851v1	rod	rod
GCF_008728635.1_ASM872863v1	rod	rod
GCF_001579945.1_ASM157994v1	rod	rod
GCF_014645015.1_ASM1464501v1	rod	rod
GCF_013409865.1_ASM1340986v1	rod	rod
GCF_014206945.1_ASM1420694v1	rod	rod
GCF_004342725.1_ASM434272v1	rod	rod
GCF_011758645.1_ASM1175864v1	rod	rod
GCF_002355735.1_ASM235573v1	rod	rod
