Orthogroup	Actinidia_chinensis	Aegilops_tauschii	Arabidopsis_thaliana	Brachypodium_distachyon	Brassica_napus	Brassica_oleracea	Brassica_rapa	Cajanus_cajan	Capsella_rubella	Capsicum_annuum	Chenopodium_quinoa	Cicer_arietinum	Citrullus_lanatus	Citrus_trifoliata	Cocos_nucifera	Cucumis_sativus	Cucurbita_moschata	Daucus_carota	Elaeis_guineensis	Eucalyptus_grandis	Eustoma_grandiflorum	Fagopyrum_esculentum	Fragaria_vesca	Glycine_soja	Helianthus_annuus	Hordeum_vulgare	Lactuca_sativa	Linum_usitatissimum	Lotus_japonicus	Manihot_esculenta	Marchantia_paleacea	Medicago_truncatula	Musa_acuminata	Musa_balbisiana	Nicotiana_benthamiana	Oryza_sativa	Panax_ginseng	Phaseolus_vulgaris	Phoenix_dactylifera	Poncirus_trifoliata	Populus_trichocarpa	Ricinus_communis	Sesamum_indicum	Setaria_italica	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Sorghum_bicolor	Trifolium_pratense	Triticum_aestivum	Triticum_turgidum	Triticum_urartu	Vigna_radiata	Vitis_vinifera	Zea_mays	Adiantum_capillusveneris	Alsophila_spinulosa	Amaranthus_hybridus	Amborella_trichopoda	Ananas_comosus	Apostasia_shenzhenica	Arabidopsis_halleri	Arabidopsis_lyrata	Arachis_hypogaea	Azolla_filiculoides	Boechera_stricta	Brassica_cretica	Brassica_juncea	Brassica_rapa_FPsc	Camelina_sativa_Acsn226	Camelina_sativa_Ames1043	Camelina_sativa_Borowska	Camelina_sativa_CAM116	Camelina_sativa_CAM70	Camelina_sativa_CN113611	Camelina_sativa_Giessen4	Camelina_sativa_Joelle	Camelina_sativa_Licalla	Camelina_sativa_Lindo	Camelina_sativa_Prytzh	Camelina_sativa_Svalof	Capsella_grandiflora	Cardamine_enshiensis	Carica_papaya	Castanea_mollissima	Cephalotus_follicularis	Ceratodon_purpureus	Ceratopteris_richardii	Chara_braunii	Chlamydomonas_reinhardii	Citrus_sinensis	Crambe_hispanica	Cucumis_melo	Dendrobium_catenatum	Descurainia_sophioides	Diptychocarpus_strictus	Ectocarpus_siliculosus	Eruca_vesicaria	Euclidium_syriacum	Eutrema_salsugineum	Ginkgo_biloba	Glycine_max	Gossypium_raimondii	Iberis_amara	Isatis_tinctoria	Klebsormidium_nitens	Lens_culinaris	Lens_ervoides	Lobularia_maritima	Lunaria_annua	Lupinus_angustifolius	Malcolmia_maritima	Malus_domestica	Marchantia_polymorpha	Marsilea_vestita	Megacarpaea_delavayi	Megadenia_pygmaea	Metasequoia_glyptostroboides	Morus_notabilis	Nelumbo_nucifera	Orychophragmus_violaceus	Physcomitrella_patens	Prunus_persica	Rosa_chinensis	Salvinia_cucullata	Schrenkiella_parvula	Selaginella_moellendorffii	Sinapis_alba	Sphagnum_fallax	Spinacia_oleracea	Spirodela_polyrhiza	Tarenaya_hassleriana	Thlaspi_arvense	Thlaspi_arvense_var_AK34W	Thlaspi_arvense_var_Ames_32873	Thlaspi_arvense_var_LorettoMN	Thlaspi_arvense_var_MN106	Thlaspi_arvense_var_MN134	Thlaspi_arvense_var_PI650286	Vicia_faba	Zostera_marina
OG0005253	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	39	17	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005254	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	33	18	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005255	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	2	5	14	62	0	0	0	0	0	2	1	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005256	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
OG0005257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005260	2	2	1	1	4	2	2	2	1	1	1	1	1	1	2	2	2	2	1	2	4	1	1	2	1	1	1	2	1	2	1	1	3	1	3	1	5	1	4	1	2	1	1	1	1	1	1	2	2	5	3	5	1	1	4	1	1	1	3	2	1	2	2	2	2	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	0	1	1	1	1	2	1	1	1	1	1	4	1	1	2	2	1	1	5	1	1	1	1	2	2	1	3	1	1	1	1	1	2	2	1	0	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0005261	4	1	2	1	6	3	3	1	2	1	2	1	1	1	2	1	2	1	3	2	2	2	1	2	3	1	2	2	1	1	1	1	6	2	2	1	5	1	3	1	2	1	2	1	1	1	1	1	1	3	0	2	2	1	2	2	2	2	1	1	1	2	2	2	1	2	2	6	3	6	6	6	6	6	6	6	6	6	6	5	6	2	4	1	1	1	0	2	1	1	1	3	1	1	2	2	0	6	2	2	0	2	2	4	4	1	1	1	1	2	2	1	3	1	1	2	1	2	1	2	3	3	2	1	1	2	1	6	2	1	1	3	1	1	1	1	1	1	1	0	1
OG0005262	2	1	1	1	2	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	4	1	4	3	1	2	2	1	2	1	1	6	3	5	1	2	2	2	1	1	1	1	1	3	4	3	1	1	3	2	3	2	2	1	2	4	1	2	2	1	2	2	4	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	1	2	2	1	0	1	1	1	2	1	1	1	2	1	1	1	4	2	4	2	1	1	1	2	2	3	2	2	1	3	1	1	1	1	3	2	3	6	1	2	1	1	4	2	2	1	2	1	1	1	1	1	1	1	1	2
OG0005263	1	2	1	3	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	3	1	3	1	2	2	1	1	2	3	1	2	2	2	1	2	2	1	1	1	1	3	3	3	1	3	6	4	8	1	1	1	15	1	1	1	1	0	2	2	2	1	3	1	2	1	3	3	3	5	4	3	4	4	4	3	3	3	2	5	1	1	1	1	2	3	1	3	2	1	1	1	2	1	8	1	1	0	3	0	2	6	1	1	1	3	2	1	1	2	1	0	2	5	2	1	1	5	1	2	1	3	2	2	4	1	2	1	2	1	1	1	1	1	1	1	1	1
OG0005264	2	1	1	2	4	2	2	2	1	3	2	2	2	1	1	2	2	2	2	1	1	1	1	4	2	1	1	1	3	2	1	2	6	2	3	2	5	1	3	1	2	1	1	1	1	1	1	1	4	3	0	1	1	2	1	1	1	2	2	1	1	1	1	10	1	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	1	2	2	1	1	1	2	4	1	1	1	1	4	2	2	1	5	2	2	11	1	2	2	1	2	3	1	1	1	1	2	1	1	1	2	2	2	4	1	1	2	1	4	1	2	1	2	1	1	1	1	1	1	1	2	1
OG0005265	2	2	2	1	4	2	2	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	3	2	2	1	2	2	1	1	1	3	1	2	1	4	2	2	1	2	1	1	1	1	1	1	1	2	6	3	9	2	1	2	2	1	1	1	2	1	1	1	2	1	1	0	4	2	4	4	3	4	3	4	4	4	4	4	3	4	1	2	1	1	1	2	1	1	0	1	2	1	1	1	1	0	3	1	1	1	3	1	2	5	1	1	1	1	2	0	1	2	1	1	1	4	0	1	2	1	1	2	0	1	1	1	4	3	1	1	2	0	1	1	1	1	1	1	1	1
OG0005266	4	1	1	1	4	2	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	1	3	2	2	1	1	9	3	4	1	3	1	3	1	2	1	2	1	2	2	2	1	1	3	2	3	1	1	1	5	8	1	1	2	1	1	1	2	6	1	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	3	7	1	0	1	2	1	1	1	1	4	2	1	1	3	2	3	1	1	0	1	1	4	2	3	1	2	1	4	2	1	2	1	2	2	4	2	0	3	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0005267	2	1	1	1	5	2	6	1	1	1	2	1	1	2	4	1	2	1	2	1	2	2	1	2	1	1	1	1	1	1	1	4	9	2	2	1	2	1	4	1	2	1	2	1	1	1	1	1	1	3	2	3	1	2	1	1	6	1	1	5	1	0	1	4	1	1	1	5	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	3	1	1	1	2	2	1	3	1	2	2	1	2	3	1	3	1	1	2	1	1	1	3	2	2	4	2	3	1	1	5	2	5	2	2	1	1	1	1	1	1	1	1	13
OG0005268	2	0	0	0	0	0	0	5	0	8	1	2	0	0	0	0	0	0	0	0	0	0	1	5	2	0	3	0	3	2	0	3	0	0	1	0	0	6	0	2	4	4	4	0	11	10	11	0	4	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	4	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
OG0005269	3	1	1	1	4	2	2	1	1	2	2	2	1	2	1	1	2	1	1	1	4	1	1	2	3	1	2	4	1	2	1	1	6	2	4	1	4	1	2	1	2	1	1	1	2	3	2	1	1	3	2	3	1	1	1	2	3	2	1	1	1	1	1	2	1	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	2	3	0	1	2	1	1	1	1	1	5	1	1	1	2	4	3	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	4	4	0	3	1	1	4	2	1	1	2	1	1	1	1	1	1	1	2	1
OG0005270	3	1	1	1	2	1	1	3	1	2	2	3	2	2	1	2	3	1	1	4	1	1	2	3	1	1	1	1	3	2	0	3	3	1	1	1	2	2	1	2	4	2	2	1	2	2	2	1	3	3	2	3	2	2	1	2	1	2	4	1	1	1	1	7	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	1	0	0	0	0	2	1	2	0	2	1	0	1	2	1	1	3	4	1	3	0	2	2	1	1	3	1	3	0	2	1	2	1	3	5	1	0	4	1	2	1	0	2	0	3	1	1	1	1	1	1	1	1	1	2	1
OG0005271	3	1	1	1	4	2	2	1	1	4	2	1	1	1	1	1	1	2	1	1	2	3	1	1	2	1	2	2	1	1	2	1	4	1	6	1	6	1	3	1	2	1	2	1	2	2	2	1	2	3	2	3	1	2	1	3	1	2	1	3	1	2	4	2	1	1	2	4	2	5	5	6	7	6	5	5	7	5	5	6	6	1	6	1	2	1	1	1	0	1	1	2	1	1	1	2	1	3	2	1	0	1	1	3	13	1	1	1	1	3	1	2	2	1	4	2	6	1	1	2	2	1	2	3	1	1	1	6	2	6	2	1	1	1	1	1	1	1	1	1	2
OG0005272	2	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	2	2	5	1	6	1	1	2	3	1	2	2	1	2	0	1	6	2	3	1	2	1	4	1	1	1	2	1	2	1	3	2	1	4	1	4	1	1	1	1	0	1	1	2	2	1	1	4	1	2	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	2	2	1	0	1	2	1	1	1	1	0	3	1	1	0	2	2	4	3	3	1	1	2	1	3	1	3	1	1	2	1	1	1	2	1	3	2	1	1	1	0	3	3	1	1	3	1	1	1	1	1	1	1	1	1
OG0005273	2	1	1	1	2	1	1	1	1	6	2	1	1	1	4	1	1	3	1	1	3	2	1	2	2	1	2	3	1	2	1	1	3	1	2	1	5	1	2	1	3	2	1	1	3	3	3	1	4	2	2	3	1	1	1	3	4	1	1	1	1	1	1	3	2	1	0	2	1	4	4	4	4	4	4	4	4	4	4	3	4	1	2	1	2	2	1	3	1	0	1	1	1	1	1	1	0	2	1	1	1	2	1	1	4	0	1	1	1	1	2	1	3	1	2	2	1	1	1	3	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1
OG0005274	1	2	2	2	4	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	3	2	2	2	2	4	1	4	2	1	1	1	3	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	6	4	5	2	1	1	2	8	2	1	2	1	2	2	2	2	2	3	4	2	6	6	6	6	6	6	6	6	6	6	6	6	2	5	1	1	1	2	2	0	0	1	2	1	2	3	2	0	3	2	2	0	2	1	3	8	0	1	1	3	2	4	2	2	1	2	2	2	1	1	1	6	2	2	1	2	2	4	3	3	1	1	1	2	3	3	4	2	2	4	1	2
OG0005275	1	1	2	1	7	4	3	1	2	2	2	1	2	1	2	1	2	2	2	1	2	1	1	2	3	1	2	2	1	2	1	1	6	2	3	1	4	1	2	1	2	1	2	1	1	1	1	1	1	3	2	3	1	1	1	1	3	2	1	2	1	2	2	2	1	2	2	6	3	7	6	6	6	6	6	6	6	6	6	6	6	2	4	1	2	1	3	2	2	1	1	2	1	1	2	2	1	3	2	2	1	2	2	5	6	1	1	1	3	3	4	2	1	1	1	2	2	1	1	3	4	4	2	1	1	2	2	5	1	2	1	1	2	2	2	2	2	2	2	1	2
OG0005276	2	2	1	2	4	2	2	1	1	1	3	1	1	1	2	1	2	2	2	1	3	2	1	2	2	2	1	2	1	2	1	1	3	2	2	2	4	1	2	1	2	1	1	2	1	1	1	2	1	6	2	6	1	1	2	2	5	2	1	1	1	1	1	0	1	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	2	5	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	0	1	1	1	0	2	1	1	3	1	1	2	2	2	1	1	1	3	1	2	1	1	1	1	5	1	1	2	2	1	2
OG0005277	2	1	1	4	4	2	2	2	1	1	2	1	2	2	2	2	1	1	2	1	3	3	1	2	2	1	2	2	1	1	1	1	6	1	2	1	3	2	1	1	2	2	1	2	1	1	2	1	3	3	2	2	2	2	2	1	0	1	1	1	1	2	2	5	1	1	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	0	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	2	1	1	0	2	1	3	5	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	5	1	1	1	1	1	1	1	1	1	2	1
OG0005278	2	2	1	3	4	2	2	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	1	2	2	1	2	3	1	1	1	1	6	1	2	1	4	3	2	2	2	1	1	1	1	1	1	1	1	5	3	4	2	1	3	1	2	1	4	1	1	1	1	1	1	1	1	4	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	2	1	0	1	2	2	1	1	1	1	0	2	1	1	2	2	2	1	3	1	1	1	2	2	2	1	2	2	0	1	1	2	1	2	1	2	4	2	2	2	1	2	1	0	2	2	1	1	1	1	1	1	1	1	1
OG0005279	2	2	1	2	3	2	2	1	1	1	2	1	1	1	3	1	2	1	3	1	4	2	1	2	1	2	1	2	1	2	0	1	3	1	2	2	2	1	3	1	2	1	1	2	1	1	1	2	2	6	4	5	1	1	4	1	0	1	1	2	0	1	1	2	0	1	2	3	2	3	3	4	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	0	0	0	1	2	1	1	1	1	0	1	1	1	0	2	2	1	7	0	1	1	2	2	2	1	2	0	0	3	1	1	1	2	1	2	2	0	1	1	0	4	0	2	2	2	1	1	1	1	1	1	1	1	1
OG0005280	3	1	1	1	5	2	2	1	1	2	1	1	1	1	2	1	2	2	3	1	6	2	1	2	1	1	1	4	1	2	1	1	6	1	4	1	3	1	2	1	2	1	2	1	2	2	2	1	1	3	2	2	2	1	1	1	3	1	1	1	0	2	1	4	2	3	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	2	1	0	0	1	2	1	1	1	1	0	3	1	1	1	2	3	5	1	0	1	1	1	3	1	1	2	1	1	1	1	1	1	3	3	3	2	1	1	1	0	3	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0005281	2	2	1	2	4	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	3	2	4	1	1	2	1	3	1	2	2	1	1	2	1	2	1	1	2	1	1	2	3	2	6	4	6	1	1	4	1	1	1	1	1	1	1	1	7	2	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	2	1	0	0	2	2	1	1	1	1	0	3	2	1	2	1	1	2	2	0	1	1	1	2	2	1	2	1	1	1	1	0	1	1	4	2	2	0	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	5
OG0005282	2	2	1	2	4	2	2	1	1	1	2	1	1	1	3	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	1	1	8	2	2	2	2	1	2	1	2	1	1	2	1	1	1	2	1	7	3	6	1	1	3	1	2	1	1	2	2	1	1	1	0	1	2	6	2	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	2	1	2	2	3	2	1	1	1	4	4	2	0	1	2	1	1	1	1	1	1	1	1	1
OG0005283	1	2	1	1	6	4	3	3	1	1	2	1	1	1	2	1	2	3	2	1	2	0	1	4	2	1	1	2	3	2	0	1	6	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	5	3	5	2	1	0	0	0	2	1	1	1	1	2	4	0	1	2	6	4	3	3	3	3	3	3	3	3	4	4	3	3	1	2	1	1	0	1	1	0	0	3	4	2	1	1	1	0	3	1	1	1	7	2	2	5	0	3	1	1	2	3	1	2	0	1	1	1	1	1	2	2	0	2	1	0	1	0	3	0	1	0	2	1	1	1	1	1	1	1	1	0
OG0005284	2	2	1	2	4	3	2	1	1	2	2	1	1	1	1	1	1	1	2	2	3	1	1	3	1	2	1	1	1	1	1	2	5	1	2	2	2	1	2	1	2	1	1	2	1	1	1	2	2	7	4	6	1	1	2	2	3	1	1	2	1	1	1	8	2	1	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	1	2	1	2	0	1	1	1	1	1	1	1	1	1	3	1	0	4	1	1	6	1	1	1	1	1	0	1	2	1	1	1	2	1	1	0	2	1	2	1	1	1	2	1	6	2	1	2	1	1	1	1	1	1	1	2	4
OG0005285	2	1	1	2	4	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	3	4	1	2	1	1	6	1	2	2	4	1	2	1	2	1	2	2	1	1	1	2	1	3	3	5	1	4	2	1	3	1	1	3	1	2	1	5	1	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	1	3	2	2	1	1	1	1	2	3	1	1	0	2	2	1	3	1	1	1	1	2	3	1	2	1	1	1	1	1	1	3	2	2	2	0	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1
OG0005286	1	1	1	1	3	2	2	1	1	1	4	1	2	1	2	1	2	1	1	1	6	1	2	2	2	1	2	2	1	1	2	2	6	2	3	1	6	1	2	2	1	1	1	1	1	1	1	3	2	3	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	2	1	1	1	2	2	2	1	1	1	1	1	3	2	1	1	1	2	1	12	2	1	2	1	2	2	2	3	1	0	1	1	1	1	1	3	1	4	3	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	3
OG0005287	1	3	1	2	5	2	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	3	1	1	2	1	1	2	3	0	2	1	2	2	2	1	2	2	1	1	1	1	2	1	2	6	4	8	3	1	1	0	0	0	1	0	1	1	1	6	0	1	0	4	3	2	3	3	3	3	2	3	2	2	3	2	2	1	2	1	2	0	1	0	0	0	1	2	1	1	1	1	0	4	1	1	2	4	1	3	4	1	3	3	1	1	2	1	3	1	0	1	1	2	2	2	2	1	2	1	0	1	0	5	1	1	1	1	1	1	1	1	1	1	1	2	1
OG0005288	1	1	1	1	8	3	4	2	1	1	2	1	2	1	1	2	3	1	1	1	1	1	1	4	2	1	2	2	2	1	1	2	6	2	2	1	2	2	1	1	2	1	2	1	2	2	2	1	2	3	2	2	2	1	1	4	1	1	3	2	1	1	1	2	1	1	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3	1	5	1	1	1	1	1	2	1	1	3	2	1	1	1	0	5	1	1	1	4	2	2	12	1	3	6	2	2	3	3	4	1	1	2	1	0	1	1	3	1	2	2	0	1	1	7	1	2	1	1	1	1	1	1	1	1	1	2	1
OG0005289	2	2	1	2	2	1	1	1	1	2	3	1	1	1	1	1	2	2	1	1	1	3	2	4	1	2	1	2	1	1	1	1	3	1	2	2	2	2	1	1	3	1	1	2	2	2	4	2	1	5	4	5	2	1	3	1	1	2	1	1	1	1	1	5	1	1	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	1	1	1	0	1	1	2	1	1	1	2	1	4	1	2	1	4	2	1	4	1	2	2	1	2	2	2	2	1	1	1	3	0	1	1	2	2	2	0	1	1	2	3	1	1	1	2	1	1	1	1	1	2	1	2	2
OG0005290	3	1	2	1	2	1	1	1	2	2	2	1	1	1	3	1	2	3	2	1	2	3	1	2	1	1	1	2	1	2	0	1	12	4	4	1	4	1	1	1	1	1	2	1	2	2	2	1	1	3	1	3	1	1	1	0	0	2	1	1	1	2	2	0	0	1	1	2	0	6	6	6	7	6	6	6	6	6	6	6	6	2	3	1	1	1	0	0	0	0	1	0	1	2	2	1	0	0	1	1	1	2	3	2	3	0	1	1	1	1	2	0	2	0	0	2	2	1	1	1	3	0	2	1	0	1	0	2	0	2	1	2	0	1	1	1	1	1	1	1	2
OG0005291	1	1	2	1	8	4	4	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	1	3	3	1	2	2	2	2	1	2	3	1	3	1	3	2	1	1	1	1	1	1	2	2	2	1	2	3	2	3	2	1	1	3	2	2	1	2	1	2	2	4	0	2	4	8	5	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	4	1	1	1	1	6	1	1	2	2	0	5	2	2	1	4	2	3	6	1	2	2	2	2	3	2	2	1	1	3	2	1	1	2	5	4	2	1	1	2	1	6	3	1	2	1	2	2	2	2	2	2	2	2	2
OG0005292	2	1	0	1	0	0	0	1	0	2	0	2	2	2	2	1	2	2	2	2	3	0	1	4	2	1	2	5	2	2	2	0	5	2	4	1	6	2	1	3	3	2	2	1	3	3	0	1	1	3	2	2	2	2	2	2	3	0	2	2	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	4	0	0	0	2	0	2	1	0	0	1	0	0	0	1	4	2	0	0	1	2	2	0	0	0	0	3	2	0	0	0	3	3	0	0	6	4	1	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	2	0
OG0005293	3	2	1	1	4	1	2	2	2	1	2	1	1	1	2	1	2	1	2	1	3	1	1	4	2	1	1	2	2	1	1	1	6	2	2	1	4	2	2	1	2	1	5	1	2	2	1	1	1	3	2	3	2	1	1	2	9	2	1	1	1	2	2	3	1	2	2	4	2	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	0	1	1	4	1	0	1	2	1	1	2	1	0	3	2	1	1	5	3	3	7	1	2	1	2	3	2	2	2	1	1	3	2	1	1	2	4	2	2	0	1	2	0	3	2	3	2	2	3	2	2	2	2	2	2	1	1
OG0005294	3	1	2	1	4	2	2	1	2	2	2	1	1	3	0	1	1	1	1	2	8	1	1	1	1	1	1	4	1	2	1	1	3	0	3	1	2	1	1	2	2	3	2	1	2	3	2	1	1	4	2	4	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	4	2	6	6	6	6	5	6	5	6	6	6	6	5	2	3	2	1	2	1	2	0	0	2	3	1	1	2	2	0	4	2	3	0	1	1	4	7	0	1	1	2	2	2	1	2	0	1	1	1	1	1	2	2	1	2	1	1	2	0	3	0	1	1	3	2	2	2	2	2	2	2	1	1
OG0005295	2	1	2	2	3	3	3	1	2	2	2	1	1	1	2	1	3	1	2	1	4	1	1	2	1	1	2	4	1	2	0	1	3	1	5	1	7	1	2	1	2	1	1	1	2	2	2	1	1	3	2	3	1	1	1	3	2	2	1	1	1	1	2	2	0	2	4	7	3	4	4	5	5	4	3	5	4	6	4	4	4	2	3	1	1	1	1	2	1	2	1	3	1	1	2	2	1	4	2	1	0	2	1	1	5	1	1	1	1	2	3	2	2	1	1	2	1	3	1	2	3	3	2	0	1	2	1	6	2	2	1	2	2	2	2	2	3	2	2	1	1
